pokemonId,latitude,longitude,city,continent,number,pokemon_name,pic_url,main_type,secondary_type,region,category,height,weight,pokemon_family,attack,defense,stamina,cp_range,hp_range,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks
41,46.217832,6.148012,Zurich,Europe,41,Zubat,https://static.wikia.nocookie.net/pokemongo/images/6/67/Zubat.png,Poison,Flying,Kanto,Bat,0.8 m,7.5 kg,Zubat family,83,73,120,10-667,11-106,50%,20%,50%,50%,"{'62.5%': ['Fairy', 'Ground', 'Poison'], '39%': ['Bug', 'Fighting', 'Grass']}","{'160%': ['Electric', 'Ice', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned.,"['Bite', 'Quick Attack', 'Air Cutter', 'Poison Fang', 'Swift', 'Sludge Bomb']"
43,55.999769,13.291054,Stockholm,Europe,43,Oddish,https://static.wikia.nocookie.net/pokemongo/images/d/d9/Oddish.png,Grass,Poison,Kanto,Weed,0.5 m,5.4 kg,Oddish family,131,112,128,"13-1,228",12-113,60%,15%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes ,No,No  ,Formerly ,Yes,Yes,"During the daytime, Oddish buries itself in soil to absorb nutrients from the ground using its entire body. The more fertile the soil, the glossier its leaves become.","['Acid', 'Razor Leaf', 'Moonblast', 'Seed Bomb', 'Sludge Bomb']"
13,42.277155,-87.831297,Chicago,America,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
19,32.824402,-116.903595,Los_Angeles,America,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
21,34.617068,-118.213508,Los_Angeles,America,21,Spearow,https://static.wikia.nocookie.net/pokemongo/images/a/a1/Spearow.png,Normal,Flying,Kanto,Tiny,0.3 m,2 kg,Spearow family,112,60,120,10-798,11-106,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.","['Peck', 'Quick Attack', 'Aerial Ace', 'Drill Peck', 'Sky Attack', 'Twister']"
46,34.100779,-117.945174,Los_Angeles,America,46,Paras,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Paras.png,Bug,Grass,Kanto,Mushroom,0.3 m,5.4 kg,Paras family,121,99,111,"11-1,018",10-99,40%,15%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,"['Bug Bite', 'Scratch', 'Cross Poison', 'Seed Bomb', 'X-Scissor']"
27,33.15855,-117.354165,Los_Angeles,America,27,Sandshrew,https://static.wikia.nocookie.net/pokemongo/images/d/df/Sandshrew.png,Ground,,Kanto,Mouse,0.6 m,12 kg,Sandshrew family,126,120,137,"14-1,261",12-120,50%,10%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Standard Pokédex description
Sandshrew's body is configured to absorb water without waste, enabling it to survive in an arid desert. This Pokémon curls up to protect itself from its enemies.","['Mud Shot', 'Scratch', 'Dig', 'Rock Slide', 'Sand Tomb', 'Rock Tomb', 'Metal Claw', 'Powder Snow', 'Blizzard', 'Gyro Ball', 'Night Slash']"
129,49.591695,18.359451,Prague,Europe,129,Magikarp,https://static.wikia.nocookie.net/pokemongo/images/0/01/Magikarp.png,Water,,Kanto,Fish,0.9 m,10 kg,Magikarp family,29,85,85,10-274,10-79,70%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.,"['Splash', 'Struggle']"
13,46.03412,8.949429,Zurich,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
92,46.066102,14.498784,Ljubljana,Europe,92,Gastly,https://static.wikia.nocookie.net/pokemongo/images/c/c1/Gastly.png,Ghost,Poison,Kanto,Gas,1.3 m,0.1 kg,Gastly family,186,67,102,"13-1,229",10-92,40%,10%,50%,50%,"{'62.5%': ['Fairy', 'Grass'], '39%': ['Bug', 'Normal', 'Poison'], '24%': ['Fighting']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind.","['Astonish', 'Lick', 'Sucker Punch', 'Dark Pulse', 'Night Shade', 'Sludge Bomb', 'Ominous Wind']"
32,35.54055,139.461814,Tokyo,Asia,32,Nidoran♂,https://static.wikia.nocookie.net/pokemongo/images/6/60/Nidoran%E2%99%82.png,Poison,,Kanto,Poison,0.5 m,9 kg,Nidoran♂ family,105,76,130,10-860,12-114,50%,15%,,,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Nidoran♂ has developed muscles for moving its ears. Thanks to them, the ears can be freely moved in any direction. Even the slightest sound does not escape this Pokémon's notice.","['Peck', 'Poison Sting', 'Body Slam', 'Horn Attack', 'Sludge Bomb']"
96,50.752297,-1.960964,London,Europe,96,Drowzee,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Drowzee.png,Psychic,,Kanto,Hypnosis,1 m,32.4 kg,Drowzee family,89,136,155,"11-1,040",14-134,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"If your nose becomes itchy while you are sleeping, it's a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.","['Confusion', 'Pound', 'Psybeam', 'Psychic', 'Psyshock']"
95,38.78613,-76.975242,New_York,America,95,Onix,https://static.wikia.nocookie.net/pokemongo/images/b/b2/Onix.png,Rock,Ground,Kanto,Rock,8.8 m,210 kg,Onix family,85,232,111,"12-1,101",10-99,20%,9%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,"Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother.","['Rock Throw', 'Tackle', 'Heavy Slam', 'Sand Tomb', 'Stone Edge', 'Iron Head', 'Rock Slide']"
69,45.9863,8.942277,Zurich,Europe,69,Bellsprout,https://static.wikia.nocookie.net/pokemongo/images/d/d1/Bellsprout.png,Grass,Poison,Kanto,Flower,0.7 m,4 kg,Bellsprout family,139,61,137,"11-1,033",12-120,50%,15%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.","['Acid', 'Vine Whip', 'Power Whip', 'Sludge Bomb', 'Wrap']"
54,37.806595,-122.425003,Los_Angeles,America,54,Psyduck,https://static.wikia.nocookie.net/pokemongo/images/3/32/Psyduck.png,Water,,Kanto,Duck,0.8 m,19.6 kg,Psyduck family,122,95,137,"12-1,106",12-120,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Psyduck uses a mysterious power. When it does so, this Pokémon generates brain waves that are supposedly only seen in sleepers. This discovery spurred controversy among scholars.","['Water Gun', 'Zen Headbutt', 'Aqua Tail', 'Cross Chop', 'Psybeam']"
81,53.557685,-0.0264,London,Europe,81,Magnemite,https://static.wikia.nocookie.net/pokemongo/images/8/80/Magnemite.png,Electric,Steel,Kanto,Magnet,0.3 m,6 kg,Magnemite family,165,121,93,"15-1,362",10-85,50%,10%,,,"{'62.5%': ['Bug', 'Dragon', 'Electric', 'Fairy', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock'], '39%': ['Flying', 'Poison', 'Steel']}","{'160%': ['Fighting', 'Fire'], '256%': ['Ground']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Magnemite attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box.","['Spark', 'Thunder Shock', 'Discharge', 'Magnet Bomb', 'Thunderbolt']"
80,53.121402,18.004557,Warsaw,Europe,80,Slowbro,https://static.wikia.nocookie.net/pokemongo/images/e/e1/Slowbro.png,Water,Psychic,Kanto,Hermit,1.6 m,78.5 kg,Slowpoke family,177,180,216,"30-2,545",20-182,20%,6%,50%,50%,"{'62.5%': ['Fighting', 'Fire', 'Ice', 'Psychic', 'Steel', 'Water']}","{'160%': ['Bug', 'Dark', 'Electric', 'Ghost', 'Grass']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Standard Pokédex description
Slowbro's tail has a Shellder firmly attached with a bite. As a result, the tail can't be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead.","['Confusion', 'Water Gun', 'Ice Beam', 'Psychic', 'Water Pulse', 'Confusion', 'Poison Jab', 'Focus Blast', 'Psychic', 'Sludge Bomb']"
129,35.308243,-80.749979,New_York,America,129,Magikarp,https://static.wikia.nocookie.net/pokemongo/images/0/01/Magikarp.png,Water,,Kanto,Fish,0.9 m,10 kg,Magikarp family,29,85,85,10-274,10-79,70%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.,"['Splash', 'Struggle']"
98,44.417867,11.910249,Rome,Europe,98,Krabby,https://static.wikia.nocookie.net/pokemongo/images/d/da/Krabby.png,Water,,Kanto,River,0.4 m,6.5 kg,Krabby family,181,124,102,"17-1,561",10-92,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.","['Bubble', 'Mud Shot', 'Bubble Beam', 'Vise Grip', 'Water Pulse']"
10,45.761704,-73.447999,Montreal,America,10,Caterpie,https://static.wikia.nocookie.net/pokemongo/images/0/05/Caterpie.png,Bug,,Kanto,Worm,0.3 m,2.9 kg,Caterpie family,55,55,128,10-437,12-113,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.","['Bug Bite', 'Tackle', 'Struggle']"
19,33.555144,-84.352192,New_York,America,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
19,36.60339,-87.420636,Chicago,America,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
19,55.938792,13.541696,Stockholm,Europe,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
19,43.168453,-89.056191,Chicago,America,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
74,41.069884,-81.469565,New_York,America,74,Geodude,https://static.wikia.nocookie.net/pokemongo/images/1/12/Geodude.png,Rock,Ground,Kanto,Rock,0.4 m,20 kg,Geodude family,132,132,120,"14-1,293",11-106,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Standard Pokédex description
The longer a Geodude lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this Pokémon's heart will remain hard, craggy, and rough always.","['Rock Throw', 'Tackle', 'Dig', 'Rock Slide', 'Rock Tomb', 'Rock Throw', 'Volt Switch', 'Rock Slide', 'Rock Tomb', 'Thunderbolt']"
16,29.948697,-90.063765,Chicago,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
35,40.42951,-80.099801,New_York,America,35,Clefairy,https://static.wikia.nocookie.net/pokemongo/images/d/d2/Clefairy.png,Fairy,,Kanto,Fairy,0.6 m,7.5 kg,Clefairy family,107,108,172,"12-1,155",16-147,30%,10%,25%,75%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.","['Pound', 'Zen Headbutt', 'Body Slam', 'Disarming Voice', 'Moonblast']"
98,53.762841,-2.691615,London,Europe,98,Krabby,https://static.wikia.nocookie.net/pokemongo/images/d/da/Krabby.png,Water,,Kanto,River,0.4 m,6.5 kg,Krabby family,181,124,102,"17-1,561",10-92,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.","['Bubble', 'Mud Shot', 'Bubble Beam', 'Vise Grip', 'Water Pulse']"
118,40.051256,-76.244065,New_York,America,118,Goldeen,https://static.wikia.nocookie.net/pokemongo/images/9/99/Goldeen.png,Water,,Kanto,Goldfish,0.6 m,15 kg,Goldeen family,123,110,128,"12-1,152",12-113,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,No  ,Formerly ,Yes,No,"Goldeen is a very beautiful Pokémon with fins that billow elegantly in water. However, don't let your guard down around this Pokémon—it could ram you powerfully with its horn.","['Mud Shot', 'Peck', 'Aqua Tail', 'Horn Attack', 'Water Pulse']"
10,52.421,16.931513,Warsaw,Europe,10,Caterpie,https://static.wikia.nocookie.net/pokemongo/images/0/05/Caterpie.png,Bug,,Kanto,Worm,0.3 m,2.9 kg,Caterpie family,55,55,128,10-437,12-113,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.","['Bug Bite', 'Tackle', 'Struggle']"
13,63.288145,10.263812,Oslo,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
16,50.13334,14.128592,Prague,Europe,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
